ind,Ducula_badia,Macaca_silenus,Ratufa_indica
CAST01,0,0,0.14672673024044933
CAST02,0,0,0.09781782016029954
CAST03,0.04890891008014977,0,0
CAST04,0.24454455040074882,0,0
CAST05,0.04890891008014977,0,0
CAST07,0.19563564032059907,0,0
CAST21,0.053355174632890655,0,0
CAST23,0.04542623227258492,0,0
CAST25,0,0,0.057539894211940903
CAST30,0,0.061136137600187206,0
