829	265	15	123	79	8	22	2	16	17	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0
941	49	91	8	47	1	11	35	6	2	10	9	0	0	2	1	0	0	0	0	0	0	0	0	0
583	146	30	20	62	143	50	19	7	21	0	6	0	2	0	1	3	2	0	1	0	0	0	1	1
783	139	16	0	3	2	2	12	0	1	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0
0	423	112	183	19	2	58	68	62	9	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
391	82	4	3	12	0	1	14	1	1	0	0	0	0	0	7	0	0	0	0	0	1	1	0	0
0	216	37	2	12	7	9	1	9	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
175	36	29	0	12	4	2	3	0	2	1	0	1	0	1	2	1	1	1	1	0	0	0	0	0
62	12	19	0	0	84	0	12	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0
135	46	1	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
182	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0
41	74	11	0	10	0	5	17	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	85	12	8	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
3	83	0	8	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	37	12	0	4	0	3	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	22	0	0	26	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
61	14	4	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	14	0	3	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	4	14	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
19	10	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
